User_ID,Product_ID,Age,Gender,Marital_Status,City_Category,Stay_In_Current_City_Years,Product_Category,Product_Subcategory_1,Product_Subcategory_2,Purchase
1025815,P00040432,46-50,F,1,B,1,16,3.0,19.0,2841
1054982,P00007789,36-45,M,1,A,3,2,21.0,,3182
1078854,P00088009,46-50,M,1,B,5+,2,,10.0,1167
1036075,P00041934,55+,F,1,C,1,10,24.0,,350
1020248,P00083625,55+,F,1,C,4,10,,20.0,290
1024624,P00004907,46-50,M,1,B,3,13,,,22560
1078295,P00003072,36-45,M,0,A,5+,3,,,1908
1010221,P00022259,36-45,M,1,A,5+,18,,,17610
1005641,P00098523,51-55,F,1,C,3,12,,11.0,10145
1042106,P00094725,18-25,M,0,A,4,7,,12.0,10207
1055399,P00032125,36-45,M,0,A,4,1,,10.0,7401
1076496,P00063178,26-35,M,0,A,2,7,20.0,,12434
1089010,P00038289,46-50,F,1,B,2,5,40.0,,440
1017497,P00041032,26-35,M,0,A,3,15,20.0,,442
1035261,P00038961,51-55,F,1,B,4,10,,,1565
1088855,P00047580,36-45,M,0,A,5+,14,,,3027
1057851,P00018095,46-50,F,1,B,2,8,35.0,,1424
1081536,P00027739,26-35,M,0,A,3,18,14.0,,24910
1079101,P00063814,46-50,F,1,B,3,6,7.0,6.0,9013
1070781,P00051459,46-50,F,1,B,1,13,,16.0,23880
1057963,P00086857,55+,F,1,C,4,3,,14.0,7335
1051409,P00016150,46-50,F,1,B,1,10,,,530
1085748,P00057010,55+,F,1,C,2,13,14.0,,24660
1023040,P00055340,36-45,M,1,A,4,3,28.0,18.0,21620
1016822,P00062696,18-25,M,0,A,1,20,13.0,,21150
1069349,P00007851,26-35,M,0,A,5+,17,36.0,8.0,137
1009548,P00038093,51-55,F,1,C,1,17,,,590
1018437,P00002346,36-45,F,1,B,2,17,,,233
1051409,P00084161,46-50,F,1,B,1,3,25.0,9.0,2853
1059477,P00042843,0-17,M,0,A,2,17,30.0,,320
1050447,P00028271,36-45,M,1,A,3,20,10.0,,13530
1027071,P00083648,36-45,M,1,A,4,10,,,1659
1039655,P00029278,26-35,M,0,A,5+,8,7.0,,4947
1003313,P00078819,46-50,F,1,C,2,10,6.0,20.0,271
1017376,P00096539,51-55,F,1,C,3,18,20.0,,19810
1076235,P00034426,26-35,M,0,B,1,7,27.0,,7938
1038967,P00073497,55+,F,1,C,2,5,44.0,,364
1075733,P00044139,18-25,M,0,A,5+,16,42.0,20.0,672
1082329,P00015688,26-35,M,0,A,1,7,40.0,5.0,7261
1092762,P00048326,46-50,M,1,A,2,1,30.0,,5075
1040234,P00069827,46-50,M,1,A,1,14,28.0,11.0,6207
1012216,P00092187,46-50,M,1,B,1,5,,6.0,182
1094060,P00092156,51-55,F,1,B,5+,20,7.0,7.0,23090
1079316,P00058249,51-55,F,1,C,2,4,16.0,17.0,416
1042014,P00082390,26-35,M,0,A,1,16,,13.0,298
1010451,P00049826,36-45,M,0,A,1,12,27.0,19.0,9284
1001824,P00006098,36-45,M,0,A,3,16,,,406
1084142,P00053629,36-45,M,0,B,1,8,15.0,18.0,1987
1088304,P00047826,46-50,F,1,B,2,18,,,20320
1085034,P00087432,18-25,M,0,A,3,5,4.0,,356
1058164,P00085487,26-35,M,0,A,5+,17,12.0,16.0,3043
1089855,P00053512,51-55,F,1,B,1,19,,9.0,12300
1065874,P00024091,55+,F,1,C,3,13,,,19860
1032539,P00051247,51-55,F,1,C,3,11,14.0,20.0,7264
1058683,P00099012,51-55,F,1,B,1,18,42.0,15.0,15750
1050088,P00020682,46-50,M,1,A,5+,13,36.0,15.0,26200
1081705,P00024514,36-45,M,1,B,3,8,9.0,8.0,6225
1061823,P00042233,0-17,M,0,A,1,3,9.0,6.0,773
1076602,P00073508,46-50,F,1,B,1,12,45.0,5.0,4066
1035121,P00080065,26-35,M,0,B,2,17,24.0,,444
1069898,P00004649,26-35,M,0,A,1,3,42.0,,13600
1038115,P00004604,36-45,M,0,A,4,11,,6.0,9118
1071284,P00072786,26-35,M,0,A,3,16,,,138
1003137,P00043072,51-55,F,1,C,2,17,,16.0,178
1024948,P00099241,46-50,M,1,B,4,3,42.0,18.0,28230
1054397,P00009771,55+,F,1,C,4,14,21.0,,5465
1077457,P00075782,55+,F,1,C,4,6,,9.0,9324
1077321,P00062292,55+,F,1,C,5+,2,12.0,17.0,559
1000323,P00082495,26-35,M,0,B,1,3,,,7079
1051485,P00088009,18-25,M,0,A,4,2,,10.0,1167
1062772,P00083364,0-17,M,0,A,2,15,18.0,14.0,425
1015478,P00045685,51-55,F,1,C,3,20,21.0,,26960
1054075,P00016103,55+,F,1,C,5+,9,28.0,,11705
1005210,P00024972,26-35,M,0,A,2,3,,15.0,29390
1003842,P00035438,26-35,M,0,A,1,13,28.0,10.0,15700
1092939,P00005394,46-50,M,1,A,4,10,16.0,11.0,348
1035853,P00084161,0-17,M,0,A,2,3,25.0,9.0,2853
1099306,P00099973,26-35,M,0,A,2,16,4.0,,524
1029929,P00080704,46-50,F,1,B,3,17,4.0,16.0,315
1080199,P00036172,36-45,M,0,A,5+,11,,,11723
1040169,P00025603,55+,F,1,C,2,16,45.0,,643
1045035,P00049353,36-45,M,1,A,4,3,,,1013
1086395,P00039777,18-25,M,0,A,2,8,18.0,10.0,6617
1024684,P00072755,36-45,M,1,A,1,3,10.0,12.0,686
1053301,P00025117,55+,F,1,C,5+,17,30.0,19.0,1070
1086188,P00030726,36-45,M,0,B,2,4,16.0,9.0,345
1061227,P00071397,51-55,F,1,B,1,13,26.0,,18250
1095927,P00096866,0-17,M,0,A,1,15,16.0,,574
1073000,P00028174,36-45,M,1,B,2,7,,,12220
1071882,P00045621,55+,F,1,C,3,15,6.0,,186
1041886,P00019026,51-55,F,1,C,4,1,,,5071
1058408,P00083274,51-55,F,1,C,4,17,6.0,16.0,2633
1081520,P00083213,55+,F,1,C,2,5,44.0,,323
1003113,P00022711,46-50,F,1,C,1,17,25.0,16.0,879
1074272,P00092504,51-55,F,1,C,5+,14,42.0,,7487
1011597,P00037789,51-55,F,1,B,5+,15,4.0,,94
1085861,P00040103,36-45,M,0,A,5+,3,15.0,,3036
1099411,P00070874,18-25,M,0,A,1,13,,,25900
1026191,P00060293,55+,F,1,C,5+,14,9.0,,7376
1025537,P00016193,55+,F,1,C,5+,15,20.0,13.0,445
1070673,P00057812,46-50,F,1,B,3,7,28.0,,10649
1051511,P00037875,55+,F,1,C,4,19,26.0,,17210
1053414,P00042289,46-50,F,1,B,2,8,5.0,,1864
1065386,P00035299,51-55,F,1,C,5+,17,40.0,15.0,289
1001572,P00080364,46-50,F,1,B,4,3,,8.0,3982
1049020,P00077291,46-50,F,1,B,3,10,6.0,,255
1089089,P00040222,55+,F,1,C,2,4,4.0,9.0,396
1037444,P00042983,51-55,F,1,C,5+,10,,14.0,336
1078071,P00067358,26-35,M,0,B,1,10,,,164
1079725,P00062797,26-35,M,0,A,4,9,,,10875
1095525,P00091075,26-35,M,0,A,4,11,9.0,5.0,6118
1088596,P00020929,51-55,F,1,C,2,20,26.0,,17250
1027311,P00056195,46-50,F,1,B,1,20,42.0,5.0,19390
1004421,P00081507,26-35,M,0,A,5+,9,,19.0,11183
1043320,P00007362,18-25,M,0,A,4,17,24.0,,2364
1047325,P00081066,18-25,M,0,A,2,7,30.0,,11527
1095884,P00037057,51-55,F,1,C,5+,14,40.0,,5383
1094526,P00028665,55+,F,1,C,2,3,39.0,8.0,2136
1027127,P00031330,26-35,M,0,A,1,18,,14.0,14900
1069227,P00048396,46-50,F,1,C,3,15,28.0,,69
1059283,P00057812,36-45,M,1,A,1,7,28.0,,10649
1007932,P00046817,46-50,F,1,B,2,19,26.0,,22100
1044911,P00013748,51-55,F,1,C,1,16,6.0,5.0,1877
1008231,P00049525,46-50,M,1,A,4,20,20.0,,20360
1042053,P00050190,36-45,M,1,B,2,11,14.0,,5325
1018102,P00099169,46-50,F,1,C,2,5,44.0,,289
1006985,P00043942,36-45,M,1,A,3,17,12.0,,548
1032673,P00020929,46-50,F,1,B,1,20,26.0,,17250
1031451,P00086220,36-45,F,1,B,1,10,16.0,,527
1042764,P00056084,46-50,M,1,B,2,8,18.0,10.0,4478
1081175,P00086305,46-50,F,1,B,2,8,21.0,15.0,3197
1070004,P00074072,46-50,M,1,A,4,7,,8.0,9254
1057864,P00003658,46-50,F,1,B,1,3,36.0,6.0,3401
1089519,P00073478,46-50,M,1,B,4,17,,8.0,2397
1014882,P00026377,26-35,M,0,A,5+,12,,,4526
1057831,P00068100,51-55,F,1,B,5+,20,,19.0,18990
1034860,P00055648,55+,F,1,C,4,17,,10.0,159
1089266,P00094205,26-35,M,0,A,4,3,28.0,20.0,28000
1009481,P00090982,26-35,M,0,A,4,11,14.0,9.0,6586
1078982,P00099886,51-55,F,1,C,5+,6,,,8153
1097737,P00078308,36-45,M,0,A,2,11,18.0,7.0,12588
1084185,P00006011,26-35,M,0,B,5+,17,,12.0,296
1071768,P00012615,36-45,M,1,B,3,14,42.0,,5849
1014165,P00006470,18-25,M,0,A,5+,5,40.0,20.0,86
1040548,P00017713,18-25,M,0,A,1,16,,15.0,320
1095015,P00001069,55+,F,1,C,5+,9,42.0,7.0,10522
1086212,P00023649,55+,F,1,C,4,3,,,593
1084069,P00056012,51-55,F,1,B,4,11,40.0,,9909
1047393,P00058766,46-50,M,1,B,4,11,36.0,,3730
1063163,P00091163,55+,F,1,C,2,16,28.0,16.0,259
1003789,P00022305,55+,F,1,C,2,16,,,350
1091813,P00018195,55+,F,1,C,4,12,28.0,17.0,12341
1099694,P00090072,46-50,F,1,B,1,14,,16.0,3714
1028817,P00099152,51-55,F,1,C,3,15,4.0,,340
1019404,P00055457,0-17,M,0,A,1,6,21.0,,7038
1095525,P00054273,26-35,M,0,A,4,19,7.0,,14930
1063704,P00083274,46-50,M,1,B,5+,17,6.0,16.0,2633
1009956,P00076531,18-25,M,0,A,2,15,18.0,,403
1093629,P00099996,26-35,M,0,B,2,16,12.0,,298
1004081,P00023520,46-50,F,1,B,3,20,33.0,10.0,17350
1043536,P00050310,55+,F,1,C,2,1,27.0,16.0,6780
1099611,P00003693,26-35,M,0,A,5+,17,42.0,20.0,338
1031639,P00053512,55+,F,1,C,1,19,,9.0,12300
1051740,P00048843,46-50,F,1,B,2,16,44.0,6.0,293
1004306,P00088326,36-45,F,1,B,1,11,9.0,18.0,9142
1046024,P00027480,36-45,M,1,A,2,19,21.0,,18450
1063592,P00060963,51-55,F,1,C,1,4,,,186
1018222,P00065100,36-45,M,0,B,2,10,44.0,,600
1067407,P00038634,51-55,F,1,C,2,6,27.0,,8733
1035127,P00002084,36-45,M,0,A,5+,16,6.0,,224
1075313,P00025226,36-45,M,1,A,1,20,,,13050
1010012,P00067624,36-45,M,0,B,4,16,,12.0,301
1058811,P00055953,26-35,M,0,A,4,8,10.0,8.0,6863
1071872,P00089391,26-35,M,0,B,1,14,36.0,8.0,5893
1012800,P00080704,51-55,F,1,B,2,17,4.0,16.0,315
1076567,P00040988,26-35,M,0,A,3,4,28.0,,228
1039642,P00022401,55+,F,1,C,2,20,7.0,,16200
1058404,P00081103,18-25,M,0,A,2,17,8.0,,431
1066926,P00088756,36-45,M,1,A,3,4,6.0,,460
1040960,P00067242,36-45,M,0,A,4,12,40.0,19.0,12279
1066575,P00005057,51-55,F,1,B,4,8,9.0,19.0,3166
1064349,P00000205,55+,F,1,C,2,5,36.0,,263
1062081,P00087453,46-50,F,1,B,3,17,32.0,14.0,460
1044353,P00083648,46-50,M,1,B,4,10,,,1659
1086577,P00043318,55+,F,1,C,5+,3,,,4298
1078854,P00071476,46-50,M,1,B,5+,10,40.0,15.0,580
1023322,P00048061,46-50,M,1,A,5+,12,7.0,16.0,8370
1015440,P00069589,51-55,F,1,B,5+,1,,8.0,7272
1082456,P00008197,55+,F,1,C,4,19,21.0,,23090
1013419,P00049143,36-45,M,1,A,4,9,14.0,6.0,10824
1059646,P00051750,26-35,M,0,A,2,4,,19.0,299
1066291,P00089391,26-35,M,0,A,4,14,36.0,8.0,5893
1050383,P00075833,46-50,F,1,B,5+,14,,,4813
1052577,P00035626,46-50,M,1,B,5+,12,,10.0,6100
1047253,P00071598,26-35,M,0,A,1,17,33.0,,3396
1038163,P00027739,36-45,M,1,A,4,18,14.0,,24910
1086212,P00056935,55+,F,1,C,4,13,,,27850
1045346,P00070072,46-50,F,1,C,1,10,,7.0,316
1096057,P00062423,26-35,M,0,A,1,6,,9.0,8806
1022986,P00082464,36-45,M,1,A,5+,13,35.0,15.0,22370
1083338,P00048627,36-45,M,0,B,1,10,27.0,14.0,2249
1063193,P00070476,46-50,F,1,B,1,3,,,26670
1062046,P00033328,55+,F,1,C,5+,8,18.0,,781
1086541,P00090200,46-50,F,1,B,3,5,,16.0,189
1033280,P00033616,46-50,M,1,A,3,13,,,25480
1063522,P00075491,26-35,M,0,A,5+,16,20.0,,202
1033295,P00066062,55+,F,1,C,2,15,6.0,,572
1001413,P00043444,18-25,M,0,A,2,3,13.0,12.0,15890
1078076,P00067925,26-35,M,0,A,4,17,24.0,16.0,117
1089765,P00026653,36-45,M,1,A,4,3,44.0,,17050
1084466,P00047292,51-55,F,1,C,4,3,12.0,,18360
1086443,P00088589,26-35,M,0,A,2,12,27.0,,6995
1017895,P00041987,26-35,M,0,A,5+,3,42.0,14.0,3133
1013943,P00017352,36-45,F,1,B,2,10,32.0,6.0,315
1066747,P00008655,26-35,M,0,A,2,13,26.0,,26520
1003789,P00033042,55+,F,1,C,2,16,20.0,,531
1009562,P00057684,36-45,M,1,A,2,20,33.0,,29490
1083904,P00096416,26-35,M,0,A,5+,20,33.0,,18060
1074195,P00026227,26-35,M,0,A,1,11,,5.0,7571
1036319,P00038058,26-35,M,0,A,5+,7,,20.0,8105
1074472,P00054918,51-55,F,1,B,2,2,12.0,,1011
1052425,P00010231,55+,F,1,C,4,6,36.0,,11137
1086466,P00063724,46-50,F,1,B,2,16,16.0,15.0,427
1078338,P00057010,36-45,M,1,B,1,13,14.0,,24660
1032931,P00046993,36-45,M,0,A,3,3,12.0,,27090
1010092,P00077856,36-45,M,1,A,4,15,24.0,,115
1071893,P00067286,26-35,M,0,B,2,16,,,63
1087665,P00092387,36-45,M,1,A,1,3,14.0,14.0,20390
1044270,P00069204,55+,F,1,C,4,11,20.0,,5127
1075672,P00057361,36-45,F,1,B,2,16,6.0,,351
1094790,P00052662,55+,F,1,C,5+,20,13.0,,13520
1065053,P00043600,26-35,M,0,A,5+,18,10.0,,27410
1063935,P00022514,36-45,M,0,B,1,12,36.0,,4030
1046024,P00042561,36-45,M,1,A,2,12,20.0,,7241
1082465,P00091338,51-55,F,1,B,5+,20,22.0,9.0,27790
1085405,P00057355,36-45,M,1,A,1,3,36.0,16.0,7314
1070588,P00087211,55+,F,1,C,2,15,36.0,,273
1070618,P00080341,51-55,F,1,C,2,7,,9.0,8741
1014254,P00018831,55+,F,1,C,4,16,21.0,,837
1069756,P00096620,55+,F,1,C,2,11,14.0,,5861
1074403,P00053810,46-50,F,1,B,2,2,30.0,13.0,2644
1026487,P00005627,26-35,M,0,A,1,3,14.0,,25690
1009255,P00004907,26-35,M,0,A,5+,13,,,22560
1075487,P00076601,51-55,F,1,C,2,19,20.0,6.0,21930
1076483,P00014993,36-45,M,1,A,5+,3,26.0,,26830
1028256,P00023437,55+,F,1,C,4,17,18.0,20.0,342
1050084,P00055045,36-45,M,0,A,1,18,7.0,,22180
1051200,P00020888,55+,F,1,C,1,5,28.0,,297
1073544,P00003745,36-45,M,0,B,1,9,9.0,,8526
1071399,P00072257,55+,F,1,C,1,17,,,240
1041777,P00020109,51-55,F,1,C,3,16,,,661
1028795,P00095155,55+,F,1,C,3,12,,,10644
1028471,P00052838,51-55,F,1,B,1,3,,7.0,29870
1058099,P00010617,36-45,F,1,B,5+,10,,8.0,1576
1052374,P00033880,26-35,M,0,B,1,17,36.0,,512
1092281,P00044336,36-45,F,1,B,2,10,6.0,,573
1036259,P00025310,46-50,F,1,B,3,19,24.0,12.0,14980
1049388,P00054273,18-25,M,0,A,1,19,7.0,,14930
1097323,P00067542,46-50,F,1,C,5+,7,36.0,7.0,11614
1090392,P00000772,46-50,M,1,A,3,15,,16.0,443
1011250,P00047108,36-45,M,1,A,1,5,18.0,17.0,533
1082012,P00079538,26-35,M,0,A,2,8,10.0,15.0,5181
1027769,P00010770,51-55,F,1,B,5+,12,7.0,18.0,11592
1059979,P00037789,55+,F,1,C,3,15,4.0,,94
1098885,P00057189,55+,F,1,C,1,12,9.0,6.0,5945
1062606,P00073121,26-35,M,0,A,2,5,24.0,16.0,501
1082367,P00025838,51-55,F,1,C,1,10,27.0,,1558
1032652,P00039234,26-35,M,0,B,3,10,3.0,,2055
1073091,P00022259,51-55,F,1,C,3,18,,,17610
1026464,P00053512,26-35,M,0,A,2,19,,9.0,12300
1061578,P00031814,18-25,M,0,A,4,10,4.0,17.0,218
1025665,P00035021,36-45,M,1,A,1,11,14.0,,12720
1056906,P00036650,36-45,M,1,A,5+,16,20.0,,3070
1083843,P00043181,55+,F,1,C,1,17,,18.0,379
1084548,P00023855,46-50,F,1,B,4,17,,11.0,568
1029169,P00067340,36-45,M,0,A,2,5,24.0,,406
1037900,P00038634,55+,F,1,C,1,6,27.0,,8733
1009925,P00092099,46-50,F,1,B,2,1,45.0,,3876
1017014,P00039106,46-50,M,1,B,4,11,,12.0,4730
1005982,P00024091,26-35,M,0,A,5+,13,,,19860
1067964,P00087033,51-55,F,1,B,5+,13,13.0,9.0,16810
1088611,P00080607,55+,F,1,C,3,1,,,3921
1007201,P00054432,46-50,M,1,B,1,11,9.0,15.0,11279
1058165,P00056859,26-35,M,0,A,4,20,24.0,6.0,19630
1049873,P00080607,51-55,F,1,B,5+,1,,,3921
1071015,P00096620,55+,F,1,C,4,11,14.0,,5861
1055204,P00003658,55+,F,1,C,1,3,36.0,6.0,3401
1070590,P00017642,46-50,F,1,B,5+,7,42.0,,9585
1069556,P00058322,55+,F,1,C,5+,7,18.0,,10594
1026703,P00028271,36-45,M,1,A,3,20,10.0,,13530
1042045,P00022301,55+,F,1,C,4,3,7.0,,5757
1078998,P00089875,36-45,F,1,B,2,10,,,246
1015635,P00043318,46-50,F,1,B,1,3,,,4298
1075311,P00022711,51-55,F,1,C,2,17,25.0,16.0,879
1059904,P00050985,26-35,M,0,A,5+,7,,,8453
1046810,P00048965,18-25,M,0,A,2,17,40.0,,72
1002040,P00078369,51-55,F,1,B,1,12,42.0,,11136
1089888,P00095323,26-35,M,0,A,1,17,30.0,7.0,73
1075392,P00079849,18-25,M,0,A,1,16,28.0,,365
1087452,P00085043,51-55,F,1,C,4,12,21.0,,3150
1074707,P00055953,18-25,M,0,A,1,8,10.0,8.0,6863
1094878,P00050974,51-55,F,1,B,5+,16,36.0,8.0,571
1006980,P00043044,26-35,M,0,A,4,19,40.0,,17260
1060253,P00040432,0-17,M,0,A,1,16,3.0,19.0,2841
1098999,P00068587,18-25,M,0,A,1,12,7.0,,11149
1080443,P00082465,51-55,F,1,C,2,17,36.0,,136
1005885,P00074593,46-50,F,1,B,1,1,42.0,,4746
1009408,P00080327,55+,F,1,C,4,5,30.0,,305
1036349,P00082227,46-50,F,1,B,2,16,,15.0,432
1033852,P00028767,26-35,M,0,A,4,10,4.0,17.0,184
1048806,P00009405,46-50,F,1,B,3,17,21.0,13.0,3317
1024167,P00092156,36-45,M,1,A,1,20,7.0,7.0,23090
1032539,P00012592,51-55,F,1,C,3,12,30.0,,12333
1082657,P00011310,0-17,M,0,A,2,10,12.0,12.0,384
1056150,P00049531,46-50,F,1,B,2,14,45.0,,5716
1048400,P00078819,0-17,M,0,A,2,10,6.0,20.0,271
1089519,P00032125,46-50,M,1,B,4,1,,10.0,7401
1032049,P00057531,46-50,M,1,A,5+,12,45.0,17.0,4324
1025537,P00062898,55+,F,1,C,5+,3,,,15190
1094354,P00025226,51-55,F,1,B,1,20,,,13050
1078957,P00042106,51-55,F,1,B,4,11,45.0,,9401
1026031,P00042272,26-35,M,0,A,2,7,35.0,,10288
1026180,P00089485,46-50,F,1,B,2,4,30.0,15.0,158
1063659,P00038077,51-55,F,1,C,2,8,18.0,8.0,5025
1011293,P00000947,36-45,M,1,A,5+,13,,8.0,15340
1064721,P00062280,36-45,M,0,A,4,4,,,501
1098303,P00073508,26-35,M,0,A,4,12,45.0,5.0,4066
1093233,P00047387,36-45,M,0,A,3,7,18.0,,9612
1063311,P00045685,36-45,M,0,A,5+,20,21.0,,26960
1066825,P00014144,0-17,M,0,A,2,5,,,470
1004162,P00006469,36-45,M,1,A,3,3,,,7142
1061100,P00058502,46-50,F,1,B,1,18,13.0,5.0,27630
1025543,P00049705,26-35,M,0,A,3,5,18.0,,459
1017502,P00006684,26-35,M,0,A,1,12,,,7148
1054629,P00023678,46-50,M,1,A,4,11,36.0,,10787
1000377,P00068678,26-35,M,0,A,4,8,,5.0,1122
1038453,P00069827,46-50,M,1,B,5+,14,28.0,11.0,6207
1080834,P00037512,36-45,M,1,A,3,20,22.0,13.0,14110
1070528,P00085487,55+,F,1,C,4,17,12.0,16.0,3043
1016126,P00022507,36-45,M,0,A,3,13,7.0,,22590
1035855,P00028290,51-55,F,1,C,3,17,42.0,,3224
1050902,P00027785,51-55,F,1,C,5+,3,,,3902
1032621,P00008948,55+,F,1,C,3,17,,,365
1049497,P00008197,26-35,M,0,A,4,19,21.0,,23090
1057713,P00073476,26-35,M,0,A,3,4,,10.0,434
1065272,P00068153,46-50,M,1,B,4,3,,,555
1045990,P00001110,46-50,F,1,B,2,5,36.0,,525
1083781,P00004002,55+,F,1,C,5+,5,24.0,,246
1047841,P00094626,51-55,F,1,C,2,17,40.0,,392
1004195,P00059770,46-50,M,1,B,2,13,,,12090
1040408,P00080921,46-50,F,1,C,1,2,27.0,,2465
1019277,P00004323,46-50,F,1,B,4,15,,15.0,172
1086681,P00028452,26-35,M,0,A,1,10,10.0,,3329
1019211,P00026784,36-45,M,0,A,4,8,30.0,,4114
1071747,P00062126,51-55,F,1,C,2,10,42.0,,343
1010358,P00036138,36-45,M,0,B,5+,3,14.0,,16080
1084903,P00091846,51-55,F,1,B,1,19,21.0,,14550
1077133,P00087720,36-45,M,0,A,4,8,6.0,19.0,2452
1091588,P00079346,26-35,M,0,A,1,16,12.0,14.0,71
1063935,P00039244,36-45,M,0,B,1,4,,16.0,308
1069681,P00054951,36-45,M,0,A,5+,17,20.0,17.0,531
1085014,P00059129,36-45,M,1,A,5+,7,28.0,,10820
1089193,P00072382,26-35,M,0,A,5+,20,10.0,,22630
1066291,P00083259,26-35,M,0,A,4,12,21.0,,6569
1000572,P00044540,46-50,F,1,B,1,18,42.0,16.0,19450
1064995,P00064672,51-55,F,1,C,2,5,40.0,,427
1069566,P00025838,36-45,M,1,A,4,10,27.0,,1558
1097297,P00036296,36-45,M,1,A,5+,10,4.0,,555
1070869,P00081507,55+,F,1,C,3,9,,19.0,11183
1044140,P00003426,18-25,M,0,A,5+,16,,,447
1017387,P00089391,46-50,M,1,B,4,14,36.0,8.0,5893
1063704,P00044597,46-50,M,1,B,5+,12,27.0,,10263
1034352,P00083761,51-55,F,1,B,1,18,44.0,,17360
1007057,P00069724,46-50,F,1,B,1,14,20.0,,3762
1096296,P00082504,26-35,M,0,A,2,18,12.0,,14350
1002262,P00080334,36-45,M,0,B,1,11,28.0,11.0,10743
1022332,P00098422,26-35,M,0,A,4,14,14.0,,3329
1091033,P00045983,46-50,M,1,B,4,11,7.0,,5381
1042223,P00078369,46-50,M,1,B,3,12,42.0,,11136
1048670,P00058502,36-45,M,1,A,5+,18,13.0,5.0,27630
1013709,P00054250,51-55,F,1,B,1,4,24.0,,297
1092075,P00064069,26-35,M,0,A,4,13,,,23540
1064071,P00050531,55+,F,1,C,3,15,42.0,18.0,290
1005960,P00001794,46-50,M,1,B,1,17,,,485
1015617,P00062501,55+,F,1,C,4,18,10.0,,28350
1037854,P00012904,46-50,M,1,B,4,6,28.0,,9423
1099755,P00042561,51-55,F,1,C,4,12,20.0,,7241
1074052,P00020073,18-25,M,0,A,3,10,,16.0,512
1095169,P00048931,51-55,F,1,B,2,10,24.0,,276
1030350,P00007801,55+,F,1,C,5+,10,36.0,,352
1025088,P00004082,18-25,M,0,A,3,7,20.0,,10575
1096733,P00072749,36-45,M,1,A,5+,6,,,10952
1096644,P00002002,26-35,M,0,A,2,6,,19.0,9114
1087575,P00036172,36-45,M,1,A,3,11,,,11723
1046058,P00084133,36-45,F,1,B,3,2,24.0,,1987
1046324,P00064867,36-45,M,0,A,4,19,21.0,,23300
1027464,P00080341,36-45,M,0,A,4,7,,9.0,8741
1019964,P00050604,36-45,F,1,B,1,20,,7.0,27110
1035429,P00063463,46-50,F,1,B,1,1,7.0,17.0,3413
1076613,P00009690,18-25,M,0,A,2,5,20.0,6.0,355
1067826,P00093042,51-55,F,1,C,4,4,18.0,,336
1080904,P00026377,55+,F,1,C,5+,12,,,4526
1074242,P00039189,46-50,F,1,B,2,5,24.0,,272
1041612,P00082227,51-55,F,1,B,5+,16,,15.0,432
1016301,P00097209,51-55,F,1,B,4,3,10.0,,4434
1057091,P00056075,51-55,F,1,C,3,5,32.0,12.0,595
1085748,P00060617,55+,F,1,C,2,6,18.0,,10325
1032931,P00011771,36-45,M,0,A,3,17,,,474
1025253,P00093964,51-55,F,1,B,1,5,,11.0,276
1006804,P00078590,51-55,F,1,C,4,14,35.0,,3813
1071103,P00036408,36-45,M,0,B,1,10,12.0,,440
1073340,P00018095,55+,F,1,C,4,8,35.0,,1424
1009994,P00053708,46-50,M,1,A,4,4,4.0,10.0,550
1063835,P00019758,46-50,F,1,B,5+,8,30.0,15.0,6371
1078837,P00021096,26-35,M,0,B,1,15,36.0,14.0,238
1096416,P00037875,26-35,M,0,A,5+,19,26.0,,17210
1077197,P00075747,18-25,M,0,A,2,1,21.0,,3346
1013921,P00027626,36-45,F,1,B,1,17,44.0,13.0,434
1076315,P00007801,55+,F,1,C,1,10,36.0,,352
1077077,P00046993,26-35,M,0,A,5+,3,12.0,,27090
1001874,P00003658,36-45,M,1,A,4,3,36.0,6.0,3401
1095768,P00068587,0-17,M,0,A,1,12,7.0,,11149
1049141,P00088009,26-35,M,0,A,2,2,,10.0,1167
1038238,P00094646,46-50,M,1,B,4,8,,19.0,5679
1044629,P00017352,18-25,M,0,A,1,10,32.0,6.0,315
1086771,P00056964,46-50,F,1,B,5+,19,20.0,17.0,14790
1075128,P00078799,51-55,F,1,C,3,3,44.0,,20740
1025179,P00092296,36-45,M,1,A,5+,10,44.0,7.0,45
1080110,P00033049,55+,F,1,C,4,19,7.0,,28060
1089484,P00067710,36-45,M,0,A,5+,3,15.0,,1603
1015803,P00004008,26-35,M,0,B,1,17,18.0,,587
1028168,P00088481,55+,F,1,C,2,4,28.0,17.0,285
1082690,P00063137,51-55,F,1,C,5+,19,42.0,12.0,23880
1057718,P00087183,26-35,M,0,A,2,11,14.0,,6864
1036259,P00051148,46-50,F,1,B,3,8,27.0,,3777
1090798,P00039781,26-35,M,0,A,4,2,15.0,,708
1014009,P00090602,26-35,M,0,A,3,19,,,26000
1061221,P00068585,55+,F,1,C,2,9,36.0,,7162
1094528,P00084161,51-55,F,1,C,2,3,25.0,9.0,2853
1061632,P00054250,55+,F,1,C,3,4,24.0,,297
1020992,P00023359,26-35,M,0,A,5+,18,,11.0,19930
1020305,P00069480,36-45,F,1,B,1,4,32.0,15.0,504
1017738,P00038248,46-50,M,1,B,4,16,,15.0,479
1040933,P00034489,36-45,M,0,B,2,16,,17.0,1508
1067606,P00033616,51-55,F,1,B,4,13,,,25480
1023837,P00058432,0-17,M,0,A,1,16,36.0,,341
